filename,category,pair_id,pair_expected_better,notes
pairs/gab_f0d40041_A_base.png,pairs,pair_225266a1,A,"A/B A of pair_225266a1: controlled photometric A/B from interiors/office_grade_1.png; manip=contrast (contrast x1.8, brightness x0.85 (harsh)); targets processing_load / fluency. | A/B A of pair_225266a1: controlled photometric A/B from interiors/office_grade_1.png; manip=contrast (contrast x1.8, brightness x0.85 (harsh)); targets processing_load / fluency."
pairs/gab_f0d40041_B_contrast.png,pairs,pair_225266a1,A,"A/B B of pair_225266a1: controlled photometric A/B from interiors/office_grade_1.png; manip=contrast (contrast x1.8, brightness x0.85 (harsh)); targets processing_load / fluency. | A/B B of pair_225266a1: controlled photometric A/B from interiors/office_grade_1.png; manip=contrast (contrast x1.8, brightness x0.85 (harsh)); targets processing_load / fluency."
interiors/mit_indoor67_airport_inside_air_bf1fc39676_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0014.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_bf1fc39676_airport_inside.png
interiors/mit_indoor67_airport_inside_air_0777bd9b54_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0140.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_0777bd9b54_airport_inside.png
interiors/mit_indoor67_airport_inside_air_4e76ec8266_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0141.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_4e76ec8266_airport_inside.png
interiors/mit_indoor67_airport_inside_air_f7ef4f1e3e_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0159.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_f7ef4f1e3e_airport_inside.png
interiors/mit_indoor67_airport_inside_air_398d011d24_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0162.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_398d011d24_airport_inside.png
interiors/mit_indoor67_airport_inside_air_c752963e6c_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0188.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_c752963e6c_airport_inside.png
interiors/mit_indoor67_airport_inside_air_c4e09e1e2d_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0201.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_c4e09e1e2d_airport_inside.png
interiors/mit_indoor67_airport_inside_air_a631946870_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0217.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_a631946870_airport_inside.png
interiors/mit_indoor67_airport_inside_air_7753933f7d_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0218.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_7753933f7d_airport_inside.png
interiors/mit_indoor67_airport_inside_air_7b0db4b4f7_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0221.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_7b0db4b4f7_airport_inside.png
interiors/mit_indoor67_airport_inside_air_50772a7dd8_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0401.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_50772a7dd8_airport_inside.png
interiors/mit_indoor67_airport_inside_air_5440894b97_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0402.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_5440894b97_airport_inside.png
interiors/mit_indoor67_airport_inside_air_bb8866cc61_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0509.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_bb8866cc61_airport_inside.png
interiors/mit_indoor67_airport_inside_air_27b7e3dd0e_airport_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0514.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_27b7e3dd0e_airport_inside.png
interiors/mit_indoor67_children_room_kids_4a2a66a6c6_children_room.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/children_room/kids_playroom_zurich_45_.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_children_room_kids_4a2a66a6c6_children_room.png
interiors/mit_indoor67_elevator_elevator__7c9b286a5b_elevator.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/elevator/elevator_google_0001.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_elevator_elevator__7c9b286a5b_elevator.png
interiors/mit_indoor67_fastfood_restauran_b20e0c2f44_fastfood_restaurant.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/fastfood_restaurant/101_0301.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_fastfood_restauran_b20e0c2f44_fastfood_restaurant.png
interiors/mit_indoor67_hospitalroom_00040_69e1027468_hospitalroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/hospitalroom/00040220.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_hospitalroom_00040_69e1027468_hospitalroom.png
interiors/mit_indoor67_inside_bus_inside__d87b9250c0_inside_bus.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/inside_bus/inside_bus_001.jpg; stored=gdrive:corpus_L6/interiors/mit_indoor67_inside_bus_inside__d87b9250c0_inside_bus.png
interiors/mit_indoor67_kindergarden_100_0_9c62852a97_kindergarden.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/kindergarden/100_0034.jpg
interiors/mit_indoor67_meeting_room_05090_074df3c40c_meeting_room.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/meeting_room/050908Library055_1.jpg
collections/mit_indoor67_museum_galleria_e4f0a058b7_museum.png,collections,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/museum/galleria.jpg
interiors/mit_indoor67_church_inside_0303_c26d858657_church_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/church_inside/030312_09_iglesia_san_lorenzo_interior.jpg
collections/mit_indoor67_deli_superquinn_de_7218cf0363_deli.png,collections,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/deli/Superquinn_Deli.jpg
interiors/mit_indoor67_inside_bus_inside__614266b3f1_inside_bus.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/inside_bus/inside_bus_002.jpg
interiors/mit_indoor67_office_img_1527_7136c20540_office.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1527.jpg
interiors/mit_indoor67_tv_studio_0421_6_9b81e2df6d_tv_studio.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/tv_studio/0421_6_.jpg
interiors/mit_indoor67_corridor_050709_bi_fefef2ea22_corridor.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/050709_bild7_Schulhaus_Korridor.jpg
interiors/mit_indoor67_gameroom_6_f5a257598b_gameroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/gameroom/6.jpg
interiors/mit_indoor67_office_img_1530_062a5cb1ba_office.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1530.jpg
interiors/mit_indoor67_auditorium_2100733_a086f550e2_auditorium.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/auditorium/2100733051_3b8ff268b5_o_1__4.jpg
interiors/mit_indoor67_corridor_06_right__14dd0ccd66_corridor.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/06_Right_corridor_of_the_main_hall.jpg
interiors/mit_indoor67_laboratorywet_ion__fef9b5db00_laboratorywet.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laboratorywet/Ion_Chromatography.jpg
interiors/mit_indoor67_office_img_1531_63ee593034_office.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1531.jpg
interiors/mit_indoor67_bathroom_img_0073_4dde63a866_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0073.jpg
interiors/mit_indoor67_cloister_2007_sici_e4a4012c7f_cloister.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/cloister/2007_Sicily_Monreale.jpg
interiors/mit_indoor67_office_img_1532_cbcdbad8af_office.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1532.jpg
interiors/mit_indoor67_bathroom_img_0074_0f4e3b5129_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0074.jpg
interiors/mit_indoor67_corridor_10_27_05__06db9150f0_corridor.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/10_27_05_corridor.jpg
interiors/mit_indoor67_office_img_1533_3f9fe439ea_office.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1533.jpg
interiors/mit_indoor67_auditorium_3344_au_66163eb9a6_auditorium.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/auditorium/3344_auditorium_vide_1__9.jpg
interiors/mit_indoor67_bathroom_img_0076_3199eb2069_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0076.jpg
collections/mit_indoor67_grocerystore_07070_206182da5b_grocerystore.png,collections,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/grocerystore/070707_15291.jpg
interiors/mit_indoor67_kindergarden_class_cbeb73e3c4_kindergarden.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/kindergarden/Classroom566.jpg
interiors/mit_indoor67_bathroom_img_0999_08a31a87b5_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0999.jpg
interiors/mit_indoor67_elevator_elevator__1bd53509e4_elevator.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/elevator/elevator_google_0008.jpg
interiors/mit_indoor67_laundromat_1505200_4491376b69_laundromat.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laundromat/15052008085.jpg
interiors/mit_indoor67_restaurant_kitchen_c331b4a7ea_restaurant_kitchen.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0008.jpg
interiors/mit_indoor67_bathroom_img_1005_fcb69ca74e_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1005.jpg
interiors/mit_indoor67_dining_room_dining_717d9a387e_dining_room.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/dining_room/Dining20.jpg
interiors/mit_indoor67_laboratorywet_wet__363bd82be3_laboratorywet.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laboratorywet/Wet_Chem_Lab.jpg
interiors/mit_indoor67_restaurant_kitchen_57b89436b2_restaurant_kitchen.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0009.jpg
interiors/mit_indoor67_bathroom_img_1084_925447b794_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1084.jpg
interiors/mit_indoor67_church_inside_2166_c6fbad36f5_church_inside.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/church_inside/2166394829.jpg
interiors/mit_indoor67_closet_2534riverbe_4f9b59e3a6_closet.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/closet/2534RiverbendRd_196.jpg
interiors/mit_indoor67_dining_room_dining_e7e7abc0f0_dining_room.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/dining_room/Dining4.jpg
nature_glass/mit_indoor67_greenhouse_47_inve_7ed05b81d6_greenhouse.png,nature_glass,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/greenhouse/47_Invernadero_1.jpg
collections/mit_indoor67_grocerystore_100_0_19fdcae5b7_grocerystore.png,collections,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/grocerystore/100_0253_vn4u.jpg
interiors/mit_indoor67_inside_subway_insi_5bd49422a5_inside_subway.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/inside_subway/inside_subway_0010.jpg
interiors/mit_indoor67_locker_room_locker_3beac55df6_locker_room.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/locker_room/locker_room_google_0010.jpg
interiors/mit_indoor67_bathroom_img_1085_0c81db3f23_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1085.jpg
interiors/mit_indoor67_tv_studio_22290940_604f1e7c02_tv_studio.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/tv_studio/2229094096_f150a1f1ab_o_16_.jpg
collections/mit_indoor67_videostore_dscn346_1208987e35_videostore.png,collections,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/videostore/DSCN3466.jpg
interiors/mit_indoor67_bathroom_img_1252_c9d24646bb_bathroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1252.jpg
interiors/mit_indoor67_computerroom_bgeog_c8d94447f8_computerroom.png,interiors,,unknown,source=mit_indoor67; mit_indoor67 research licence; by dataset; /Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/computerroom/BGEOG_salle_informatique.jpg
