filename,source,source_id,creator,license,license_url,orig_url,width,height,sha256,query,collected_utc,gdrive_path
interiors/mit_indoor67_airport_inside_air_50772a7dd8_airport_inside.png,mit_indoor67,airport_inside_airport_inside_0401,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0401.jpg,1400,1050,934ed480856d2f88b81a1cafdd18d59d4944b59599e19139785841789bf60fc1,airport_inside,2026-07-20T18:17:38+00:00,gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_50772a7dd8_airport_inside.png
interiors/mit_indoor67_airport_inside_air_5440894b97_airport_inside.png,mit_indoor67,airport_inside_airport_inside_0402,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0402.jpg,1400,1050,439e106ef838e696015d9503e1b20e5fbdef7cf3816e2556de44897f0bf0f18a,airport_inside,2026-07-20T18:17:44+00:00,gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_5440894b97_airport_inside.png
interiors/mit_indoor67_airport_inside_air_bb8866cc61_airport_inside.png,mit_indoor67,airport_inside_airport_inside_0509,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0509.jpg,1600,1200,cee1410620d89f5a0f561d7d9d3e1b7af7413a7db7acbda697dcbae3682a0841,airport_inside,2026-07-20T18:17:47+00:00,gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_bb8866cc61_airport_inside.png
interiors/mit_indoor67_airport_inside_air_27b7e3dd0e_airport_inside.png,mit_indoor67,airport_inside_airport_inside_0514,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/airport_inside/airport_inside_0514.jpg,3460,2607,c25dcf1545093e1ddffd704f2e63873d3687b68a165098c75fce6052a04412f7,airport_inside,2026-07-20T18:17:59+00:00,gdrive:corpus_L6/interiors/mit_indoor67_airport_inside_air_27b7e3dd0e_airport_inside.png
interiors/mit_indoor67_children_room_kids_4a2a66a6c6_children_room.png,mit_indoor67,children_room_kids_playroom_zurich_45_,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/children_room/kids_playroom_zurich_45_.jpg,3456,2304,e7dab3ce352879390d0595eaad6c2bdf6ff3c8b156f2a6c24ac87d15647ef157,children_room,2026-07-20T18:18:57+00:00,gdrive:corpus_L6/interiors/mit_indoor67_children_room_kids_4a2a66a6c6_children_room.png
interiors/mit_indoor67_elevator_elevator__7c9b286a5b_elevator.png,mit_indoor67,elevator_elevator_google_0001,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/elevator/elevator_google_0001.jpg,1200,1792,15fbddc491de2e20ffe41049c76322b643c66c17f1ad1e1bf7832c3a98a54303,elevator,2026-07-20T18:19:46+00:00,gdrive:corpus_L6/interiors/mit_indoor67_elevator_elevator__7c9b286a5b_elevator.png
interiors/mit_indoor67_fastfood_restauran_b20e0c2f44_fastfood_restaurant.png,mit_indoor67,fastfood_restaurant_101_0301,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/fastfood_restaurant/101_0301.jpg,1600,1200,0360bcce8d14dfb238d86ab3af6bf7a4a2f4b3f8c535c6a29d35652daace5b2d,fastfood_restaurant,2026-07-20T18:19:50+00:00,gdrive:corpus_L6/interiors/mit_indoor67_fastfood_restauran_b20e0c2f44_fastfood_restaurant.png
interiors/mit_indoor67_hospitalroom_00040_69e1027468_hospitalroom.png,mit_indoor67,hospitalroom_00040220,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/hospitalroom/00040220.jpg,1365,1024,4f51df1f213c8a14fcceca47a37175e64ea7c25fa370831ba5fb4fb4ab5cedbc,hospitalroom,2026-07-20T18:19:53+00:00,gdrive:corpus_L6/interiors/mit_indoor67_hospitalroom_00040_69e1027468_hospitalroom.png
interiors/mit_indoor67_inside_bus_inside__d87b9250c0_inside_bus.png,mit_indoor67,inside_bus_inside_bus_001,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/inside_bus/inside_bus_001.jpg,2048,1536,46c6bd48ba0aabca4d3c29fe607c00c195091f7fd2ead6a96e34cf5020a7bf93,inside_bus,2026-07-20T18:19:59+00:00,gdrive:corpus_L6/interiors/mit_indoor67_inside_bus_inside__d87b9250c0_inside_bus.png
interiors/mit_indoor67_kindergarden_100_0_9c62852a97_kindergarden.png,mit_indoor67,kindergarden_100_0034,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/kindergarden/100_0034.jpg,3072,2304,aa1e15ed2bb01c06303186bb5896f4139bd421526799ca1d5b4ab61c413e28f8,kindergarden,2026-07-20T18:20:27+00:00,
interiors/mit_indoor67_meeting_room_05090_074df3c40c_meeting_room.png,mit_indoor67,meeting_room_050908Library055_1,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/meeting_room/050908Library055_1.jpg,2048,1536,972e93590becb01f532d14a61e32d7a79ddfbdf75a6072eb0500bd5da7746987,meeting_room,2026-07-20T18:20:27+00:00,
collections/mit_indoor67_museum_galleria_e4f0a058b7_museum.png,mit_indoor67,museum_galleria,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/museum/galleria.jpg,1772,1373,7955febd342354063299651a89a8505d1a191fc2fabea08bf92ef67b20b1e881,museum,2026-07-20T18:20:28+00:00,
interiors/mit_indoor67_church_inside_0303_c26d858657_church_inside.png,mit_indoor67,church_inside_030312_09_iglesia_san_lorenzo_interior,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/church_inside/030312_09_iglesia_san_lorenzo_interior.jpg,1600,1200,e4c72de5fd8b63c249ef27f966467eeb4759db1cd2b5f1bacab87e388437e2c5,church_inside,2026-07-20T18:20:28+00:00,
collections/mit_indoor67_deli_superquinn_de_7218cf0363_deli.png,mit_indoor67,deli_Superquinn_Deli,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/deli/Superquinn_Deli.jpg,2272,1704,ee322e150cd72053a2b5ae8a6918db5eec8a1e8371192aa3998477cc575eb26c,deli,2026-07-20T18:20:29+00:00,
interiors/mit_indoor67_inside_bus_inside__614266b3f1_inside_bus.png,mit_indoor67,inside_bus_inside_bus_002,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/inside_bus/inside_bus_002.jpg,2592,1944,3582d77b77986fee34e9586a8d30928741e69cf31cea785935c31f8a08c19732,inside_bus,2026-07-20T18:20:31+00:00,
interiors/mit_indoor67_office_img_1527_7136c20540_office.png,mit_indoor67,office_IMG_1527,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1527.jpg,2592,1944,3563c64cd67886418454049f91727e57696fa073454c172b66a8450b713379a5,office,2026-07-20T18:20:32+00:00,
interiors/mit_indoor67_tv_studio_0421_6_9b81e2df6d_tv_studio.png,mit_indoor67,tv_studio_0421_6_,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/tv_studio/0421_6_.jpg,2268,1500,778c02fe607bace013089cdb6f8cf67597ecf72b9e260c6398de5499c4721dec,tv_studio,2026-07-20T18:20:32+00:00,
interiors/mit_indoor67_corridor_050709_bi_fefef2ea22_corridor.png,mit_indoor67,corridor_050709_bild7_Schulhaus_Korridor,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/050709_bild7_Schulhaus_Korridor.jpg,1772,1151,f5d297a37d57703192129339c241e7d84f928ca2d76b761230e8da37008c25f4,corridor,2026-07-20T18:20:33+00:00,
interiors/mit_indoor67_gameroom_6_f5a257598b_gameroom.png,mit_indoor67,gameroom_6,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/gameroom/6.jpg,1500,1125,c9e59c3cacd35d24eecbdca562a12ac1d527daabe6167972815a7ca164571fd0,gameroom,2026-07-20T18:20:33+00:00,
interiors/mit_indoor67_office_img_1530_062a5cb1ba_office.png,mit_indoor67,office_IMG_1530,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1530.jpg,2592,1944,1a5933c225292be86db6aa750bbf07b9d48e0a572dcee26bab3f4e55af8f5117,office,2026-07-20T18:20:34+00:00,
interiors/mit_indoor67_auditorium_2100733_a086f550e2_auditorium.png,mit_indoor67,auditorium_2100733051_3b8ff268b5_o_1__4,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/auditorium/2100733051_3b8ff268b5_o_1__4.jpg,3872,2592,19e8d0cffc2c336ad7c3d0ecc2c213178ce7c92b26b29e13ae449a04ae7251bb,auditorium,2026-07-20T18:20:36+00:00,
interiors/mit_indoor67_corridor_06_right__14dd0ccd66_corridor.png,mit_indoor67,corridor_06_Right_corridor_of_the_main_hall,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/06_Right_corridor_of_the_main_hall.jpg,1200,1600,e79b7c3d1c64aed4023b6a6c7c336d24e2ecaa96cc8529f4b9353fcc5c2bb093,corridor,2026-07-20T18:20:36+00:00,
interiors/mit_indoor67_laboratorywet_ion__fef9b5db00_laboratorywet.png,mit_indoor67,laboratorywet_Ion_Chromatography,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laboratorywet/Ion_Chromatography.jpg,2272,1704,785e991d09282188389b21b7e44cca671e638428b0787d10ad44ef59340ed648,laboratorywet,2026-07-20T18:20:38+00:00,
interiors/mit_indoor67_office_img_1531_63ee593034_office.png,mit_indoor67,office_IMG_1531,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1531.jpg,2592,1944,35289d4781b1d020ca6a9744169568324d742b23b7b7614421bb8972a7a5e1c7,office,2026-07-20T18:20:39+00:00,
interiors/mit_indoor67_bathroom_img_0073_4dde63a866_bathroom.png,mit_indoor67,bathroom_IMG_0073,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0073.jpg,2048,1536,824918e095484119f9014d2a94b015011366e99b35ef448f5c3d90d8b628e8ea,bathroom,2026-07-20T18:20:39+00:00,
interiors/mit_indoor67_cloister_2007_sici_e4a4012c7f_cloister.png,mit_indoor67,cloister_2007_Sicily_Monreale,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/cloister/2007_Sicily_Monreale.jpg,1600,1200,5150b286594a21f9fb8e47e1acca55c0e56efb4bb958bb941b64fb0b78ff9822,cloister,2026-07-20T18:20:40+00:00,
interiors/mit_indoor67_office_img_1532_cbcdbad8af_office.png,mit_indoor67,office_IMG_1532,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1532.jpg,2592,1944,9b9cd7cc77bae770dea1fab10cd0c0663c281d8b0634aa4b81f40739c1c63949,office,2026-07-20T18:20:41+00:00,
interiors/mit_indoor67_bathroom_img_0074_0f4e3b5129_bathroom.png,mit_indoor67,bathroom_IMG_0074,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0074.jpg,2048,1536,840c3a9d91cd47e0b560594e3a8575f5b8dcb37e770cd9147ec92f0123f14ae4,bathroom,2026-07-20T18:20:42+00:00,
interiors/mit_indoor67_corridor_10_27_05__06db9150f0_corridor.png,mit_indoor67,corridor_10_27_05_corridor,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/corridor/10_27_05_corridor.jpg,1704,2272,863dc90fd1708ed9519fb06ff9926c06182cfa82b27bedb4a0868e94802d95e6,corridor,2026-07-20T18:20:43+00:00,
interiors/mit_indoor67_office_img_1533_3f9fe439ea_office.png,mit_indoor67,office_IMG_1533,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/office/IMG_1533.jpg,2592,1944,e100bf6bcaa337f7076664bb73c3d61b231538c66729af64e2efeed1bf66fd6a,office,2026-07-20T18:20:44+00:00,
interiors/mit_indoor67_auditorium_3344_au_66163eb9a6_auditorium.png,mit_indoor67,auditorium_3344_auditorium_vide_1__9,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/auditorium/3344_auditorium_vide_1__9.jpg,2048,1360,fcc7543dc19af700edad383312d5a13d1594f9b4417b2e37d8b466512e0a46ed,auditorium,2026-07-20T18:20:45+00:00,
interiors/mit_indoor67_bathroom_img_0076_3199eb2069_bathroom.png,mit_indoor67,bathroom_IMG_0076,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0076.jpg,1536,2048,ec03fda440b8fafad74dd3028a70acc983c278a7d9c40f41ee2756d5e4117831,bathroom,2026-07-20T18:20:46+00:00,
collections/mit_indoor67_grocerystore_07070_206182da5b_grocerystore.png,mit_indoor67,grocerystore_070707_15291,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/grocerystore/070707_15291.jpg,1280,1024,3647c35925f35f9e946cd9499ed918789b62cb6ba0ecf9312e60d0578595685d,grocerystore,2026-07-20T18:20:46+00:00,
interiors/mit_indoor67_kindergarden_class_cbeb73e3c4_kindergarden.png,mit_indoor67,kindergarden_Classroom566,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/kindergarden/Classroom566.jpg,2816,2120,21c2f56389041ff20e4b3a1bf051002c93aa204bbf627c6adf0f21cf0fee43e6,kindergarden,2026-07-20T18:20:47+00:00,
interiors/mit_indoor67_bathroom_img_0999_08a31a87b5_bathroom.png,mit_indoor67,bathroom_IMG_0999,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_0999.jpg,1944,2592,839027afba1ba24294dc393e8d5504e2023ab2678b4f6f4f78c1b32bf9539fe8,bathroom,2026-07-20T18:20:48+00:00,
interiors/mit_indoor67_elevator_elevator__1bd53509e4_elevator.png,mit_indoor67,elevator_elevator_google_0008,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/elevator/elevator_google_0008.jpg,1152,1728,f62a5ee61b55d086384cd1d4755cf61b5a0cc01ca9177d902a440ca05881a9d8,elevator,2026-07-20T18:20:48+00:00,
interiors/mit_indoor67_laundromat_1505200_4491376b69_laundromat.png,mit_indoor67,laundromat_15052008085,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laundromat/15052008085.jpg,1600,1200,cd5d94a0641924df141f0d4c3f17ff04d0f007bfdb4a51257836dedf3fefc28a,laundromat,2026-07-20T18:20:49+00:00,
interiors/mit_indoor67_restaurant_kitchen_c331b4a7ea_restaurant_kitchen.png,mit_indoor67,restaurant_kitchen_restaurant_kitchen_google_0008,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0008.jpg,1591,1600,a973928e0c14fa4224e526edb4de2511d9a90b0f6aec9b2723eeabe8c764bbe8,restaurant_kitchen,2026-07-20T18:20:49+00:00,
interiors/mit_indoor67_bathroom_img_1005_fcb69ca74e_bathroom.png,mit_indoor67,bathroom_IMG_1005,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1005.jpg,2592,1944,d446e66039fca6cd9fad0ec9d3c0709835921386aa185c63b94a01e9317351f7,bathroom,2026-07-20T18:20:51+00:00,
interiors/mit_indoor67_dining_room_dining_717d9a387e_dining_room.png,mit_indoor67,dining_room_Dining20,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/dining_room/Dining20.jpg,1600,1200,6cb2845bf839c12ed8989e97ec3df6affcc7e7eeb43f68bf3bde795a1d531e85,dining_room,2026-07-20T18:20:51+00:00,
interiors/mit_indoor67_laboratorywet_wet__363bd82be3_laboratorywet.png,mit_indoor67,laboratorywet_Wet_Chem_Lab,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/laboratorywet/Wet_Chem_Lab.jpg,2272,1704,a48afec7ebce43eb532dc0d64a020b26c438c3acb478b4283a417b131b8cf7a6,laboratorywet,2026-07-20T18:20:52+00:00,
interiors/mit_indoor67_restaurant_kitchen_57b89436b2_restaurant_kitchen.png,mit_indoor67,restaurant_kitchen_restaurant_kitchen_google_0009,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/restaurant_kitchen/restaurant_kitchen_google_0009.jpg,2323,2056,f5a2106f75438034d1c3fd1e55f75788f4ac41d9a38d173d16022c75ca9b0109,restaurant_kitchen,2026-07-20T18:20:53+00:00,
interiors/mit_indoor67_bathroom_img_1084_925447b794_bathroom.png,mit_indoor67,bathroom_IMG_1084,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/bathroom/IMG_1084.jpg,2048,1536,e01f91dfc091ab16d4d9a14d8cd002cbd4a288852d3f87d3e72b46209784ba58,bathroom,2026-07-20T18:20:54+00:00,
interiors/mit_indoor67_church_inside_2166_c6fbad36f5_church_inside.png,mit_indoor67,church_inside_2166394829,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/church_inside/2166394829.jpg,2696,3568,8aa525ff72dc439135e28398952d11024afd2f68fb49ec069b6ac32575540b77,church_inside,2026-07-20T18:20:55+00:00,
interiors/mit_indoor67_closet_2534riverbe_4f9b59e3a6_closet.png,mit_indoor67,closet_2534RiverbendRd_196,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/closet/2534RiverbendRd_196.jpg,2336,3386,881be383e42c638c0afadb8b116d0f77cbed9766587cb4596adebfff8eb80193,closet,2026-07-20T18:20:57+00:00,
interiors/mit_indoor67_dining_room_dining_e7e7abc0f0_dining_room.png,mit_indoor67,dining_room_Dining4,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/dining_room/Dining4.jpg,1400,1050,9d6169762b82161517c139c2757b30da5c9a14648db1eb495cc32897e7e33702,dining_room,2026-07-20T18:20:57+00:00,
nature_glass/mit_indoor67_greenhouse_47_inve_7ed05b81d6_greenhouse.png,mit_indoor67,greenhouse_47_Invernadero_1,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/greenhouse/47_Invernadero_1.jpg,1600,1200,cddd3c468d5ca1491c11121db18cf14638e4147652ed31a66ffe56bead1142da,greenhouse,2026-07-20T18:20:57+00:00,
collections/mit_indoor67_grocerystore_100_0_19fdcae5b7_grocerystore.png,mit_indoor67,grocerystore_100_0253_vn4u,dataset,mit_indoor67 research licence,,/Users/davidusa/.cache/l6_kaggle/itsahmad_indoor_scenes_cvpr_2019/indoorCVPR_09/Images/grocerystore/100_0253_vn4u.jpg,2832,2128,7f2c716e7d381a3a067403bc2746ad18a02eaea644915f7ce6a83ec1d28a1f97,grocerystore,2026-07-20T18:20:58+00:00,
